target_id,modality,feature,effect_size,q_value,n_target,n_rest
5V_CORE04,ct,original_glcm_ClusterShade,0.33810154,1.0,10,59
5V_CORE04,ct,original_glcm_ClusterTendency,0.06939585,1.0,10,59
5V_CORE04,ct,original_glcm_Contrast,-0.01229881,1.0,10,59
5V_CORE04,ct,original_glcm_Correlation,-0.16847729,1.0,10,59
5V_CORE04,ct,original_glcm_DifferenceAverage,-0.03857515,1.0,10,59
5V_CORE04,ct,original_glcm_DifferenceEntropy,-0.05750458,1.0,10,59
5V_CORE04,ct,original_glcm_DifferenceVariance,-0.01980065,1.0,10,59
5V_CORE04,ct,original_glcm_Id,0.06884698,1.0,10,59
5V_CORE04,ct,original_glcm_Idm,0.06203982,1.0,10,59
5V_CORE04,ct,original_glcm_Idmn,-0.02818063,1.0,10,59
5V_CORE04,ct,original_glcm_Idn,-0.0187935,1.0,10,59
5V_CORE04,ct,original_glcm_Imc1,0.0896269,1.0,10,59
5V_CORE04,ct,original_glcm_Imc2,-0.17730282,1.0,10,59
5V_CORE04,ct,original_glcm_InverseVariance,-0.25323407,1.0,10,59
5V_CORE04,ct,original_glcm_JointAverage,-0.18720786,1.0,10,59
5V_CORE04,ct,original_glcm_JointEnergy,0.2026327,1.0,10,59
5V_CORE04,ct,original_glcm_JointEntropy,-0.10436986,1.0,10,59
5V_CORE04,ct,original_glcm_MCC,-0.1786829,1.0,10,59
5V_CORE04,ct,original_glcm_MaximumProbability,0.23107729,1.0,10,59
5V_CORE04,ct,original_glcm_SumAverage,-0.18720786,1.0,10,59
5V_CORE04,ct,original_glcm_SumEntropy,-0.12649649,1.0,10,59
5V_CORE04,ct,original_glcm_SumSquares,0.06251329,1.0,10,59
5V_CORE04,ct,original_gldm_DependenceEntropy,-0.10667818,1.0,10,59
5V_CORE04,ct,original_gldm_DependenceNonUniformity,0.14675192,1.0,10,59
5V_CORE04,ct,original_gldm_DependenceNonUniformityNormalized,-0.07933253,1.0,10,59
5V_CORE04,ct,original_gldm_DependenceVariance,0.17780295,1.0,10,59
5V_CORE04,ct,original_gldm_GrayLevelNonUniformity,0.43433449,1.0,10,59
5V_CORE04,ct,original_gldm_GrayLevelVariance,0.05271622,1.0,10,59
5V_CORE04,ct,original_gldm_HighGrayLevelEmphasis,-0.16154987,1.0,10,59
5V_CORE04,ct,original_gldm_LargeDependenceEmphasis,0.17495476,1.0,10,59
5V_CORE04,ct,original_gldm_LargeDependenceHighGrayLevelEmphasis,-0.14616789,1.0,10,59
5V_CORE04,ct,original_gldm_LargeDependenceLowGrayLevelEmphasis,0.23174414,1.0,10,59
5V_CORE04,ct,original_gldm_LowGrayLevelEmphasis,0.12839549,1.0,10,59
5V_CORE04,ct,original_gldm_SmallDependenceEmphasis,0.00316109,1.0,10,59
5V_CORE04,ct,original_gldm_SmallDependenceHighGrayLevelEmphasis,0.03251786,1.0,10,59
5V_CORE04,ct,original_gldm_SmallDependenceLowGrayLevelEmphasis,-0.06480812,1.0,10,59
5V_CORE04,ct,original_glrlm_GrayLevelNonUniformity,0.30402844,1.0,10,59
5V_CORE04,ct,original_glrlm_GrayLevelNonUniformityNormalized,0.1462602,1.0,10,59
5V_CORE04,ct,original_glrlm_GrayLevelVariance,0.0339514,1.0,10,59
5V_CORE04,ct,original_glrlm_HighGrayLevelRunEmphasis,-0.15078785,1.0,10,59
5V_CORE04,ct,original_glrlm_LongRunEmphasis,0.36001065,1.0,10,59
5V_CORE04,ct,original_glrlm_LongRunHighGrayLevelEmphasis,0.11735861,1.0,10,59
5V_CORE04,ct,original_glrlm_LongRunLowGrayLevelEmphasis,0.38242687,1.0,10,59
5V_CORE04,ct,original_glrlm_LowGrayLevelRunEmphasis,0.12363492,1.0,10,59
5V_CORE04,ct,original_glrlm_RunEntropy,-0.00021688,1.0,10,59
5V_CORE04,ct,original_glrlm_RunLengthNonUniformity,0.06966706,1.0,10,59
5V_CORE04,ct,original_glrlm_RunLengthNonUniformityNormalized,-0.06651172,1.0,10,59
5V_CORE04,ct,original_glrlm_RunPercentage,-0.13209358,1.0,10,59
5V_CORE04,ct,original_glrlm_RunVariance,0.40259132,1.0,10,59
5V_CORE04,ct,original_glrlm_ShortRunEmphasis,-0.07070104,1.0,10,59
5V_CORE04,ct,original_glrlm_ShortRunHighGrayLevelEmphasis,-0.10813133,1.0,10,59
5V_CORE04,ct,original_glrlm_ShortRunLowGrayLevelEmphasis,0.08637006,1.0,10,59
5V_CORE04,ct,original_glszm_GrayLevelNonUniformity,0.09841381,1.0,10,59
5V_CORE04,ct,original_glszm_GrayLevelNonUniformityNormalized,0.26534923,1.0,10,59
5V_CORE04,ct,original_glszm_GrayLevelVariance,-0.04087204,1.0,10,59
5V_CORE04,ct,original_glszm_HighGrayLevelZoneEmphasis,-0.07830656,1.0,10,59
5V_CORE04,ct,original_glszm_LargeAreaEmphasis,0.65471064,1.0,10,59
5V_CORE04,ct,original_glszm_LargeAreaHighGrayLevelEmphasis,0.44212894,1.0,10,59
5V_CORE04,ct,original_glszm_LargeAreaLowGrayLevelEmphasis,0.76002986,1.0,10,59
5V_CORE04,ct,original_glszm_LowGrayLevelZoneEmphasis,0.17726496,1.0,10,59
5V_CORE04,ct,original_glszm_SizeZoneNonUniformity,-0.05808377,1.0,10,59
5V_CORE04,ct,original_glszm_SizeZoneNonUniformityNormalized,0.10738138,1.0,10,59
5V_CORE04,ct,original_glszm_SmallAreaEmphasis,0.10681807,1.0,10,59
5V_CORE04,ct,original_glszm_SmallAreaHighGrayLevelEmphasis,0.08857908,1.0,10,59
5V_CORE04,ct,original_glszm_SmallAreaLowGrayLevelEmphasis,0.1628414,1.0,10,59
5V_CORE04,ct,original_glszm_ZoneEntropy,-0.11029837,1.0,10,59
5V_CORE04,ct,original_glszm_ZonePercentage,-0.01945664,1.0,10,59
5V_CORE04,ct,original_glszm_ZoneVariance,0.65478277,1.0,10,59
5V_CORE04,ct,original_ngtdm_Busyness,0.62353399,1.0,10,59
5V_CORE04,ct,original_ngtdm_Coarseness,-0.35821565,1.0,10,59
5V_CORE04,ct,original_ngtdm_Complexity,-0.01006073,1.0,10,59
5V_CORE04,ct,original_ngtdm_Contrast,-0.06843776,1.0,10,59
5V_CORE04,ct,original_ngtdm_Strength,-0.29753346,1.0,10,59
5V_CORE04,ct,original_shape_Elongation,0.12991296,1.0,10,59
5V_CORE04,ct,original_shape_Flatness,0.04090419,1.0,10,59
5V_CORE04,ct,original_shape_LeastAxisLength,0.35732826,1.0,10,59
5V_CORE04,ct,original_shape_MajorAxisLength,0.00305735,1.0,10,59
5V_CORE04,ct,original_shape_Maximum2DDiameterColumn,0.3618437,1.0,10,59
5V_CORE04,ct,original_shape_Maximum2DDiameterRow,0.24651867,1.0,10,59
5V_CORE04,ct,original_shape_Maximum2DDiameterSlice,0.36394006,1.0,10,59
5V_CORE04,ct,original_shape_Maximum3DDiameter,0.3608874,1.0,10,59
5V_CORE04,ct,original_shape_MeshVolume,0.21002568,1.0,10,59
5V_CORE04,ct,original_shape_MinorAxisLength,0.44855442,1.0,10,59
5V_CORE04,ct,original_shape_Sphericity,-0.13914038,1.0,10,59
5V_CORE04,ct,original_shape_SurfaceArea,0.31656815,1.0,10,59
5V_CORE04,ct,original_shape_SurfaceVolumeRatio,-0.24286203,1.0,10,59
5V_CORE04,ct,original_shape_VoxelVolume,0.20999889,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_10Percentile,0.00603048,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_90Percentile,-0.00405771,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Energy,-0.19384211,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Entropy,-0.16692268,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_InterquartileRange,-0.00942663,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Kurtosis,0.03611486,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Maximum,-0.04325642,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Mean,-0.16270417,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_MeanAbsoluteDeviation,-0.00272615,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Median,-0.38225019,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Minimum,0.02676308,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Range,-0.03543341,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,-0.00888244,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_RootMeanSquared,0.00215358,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Skewness,-0.01433034,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_TotalEnergy,-0.19384211,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Uniformity,0.15826963,1.0,10,59
5V_CORE04,ct,wavelet-HHH_firstorder_Variance,-0.1162994,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_Autocorrelation,-0.07425545,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_ClusterProminence,-0.1449198,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_ClusterShade,0.21659723,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_ClusterTendency,-0.15064862,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_Contrast,-0.1491904,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_Correlation,0.00590162,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_DifferenceAverage,-0.15057311,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_DifferenceEntropy,-0.13400701,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_DifferenceVariance,-0.13803809,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_Id,0.15016408,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_Idm,0.15118097,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_Idmn,0.15874793,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_Idn,0.13985278,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_Imc1,0.24132703,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_Imc2,-0.33592637,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_InverseVariance,0.0666888,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_JointAverage,-0.00804574,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_JointEnergy,0.1051724,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_JointEntropy,-0.15170509,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_MCC,-0.39171301,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_MaximumProbability,0.01878254,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_SumAverage,-0.00804574,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_SumEntropy,-0.13804361,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glcm_SumSquares,-0.14995322,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_DependenceEntropy,-0.28909355,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_DependenceNonUniformity,0.17013121,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_DependenceNonUniformityNormalized,0.26325509,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_DependenceVariance,-0.3556968,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_GrayLevelNonUniformity,0.21173663,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_GrayLevelVariance,-0.15007731,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_HighGrayLevelEmphasis,-0.07661959,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_LargeDependenceEmphasis,0.27222713,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.02111605,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,-0.09642709,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_LowGrayLevelEmphasis,-0.15055449,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_SmallDependenceEmphasis,-0.2171867,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis,-0.15031632,1.0,10,59
5V_CORE04,ct,wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,-0.39712349,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_GrayLevelNonUniformity,0.20698652,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_GrayLevelNonUniformityNormalized,0.16840782,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_GrayLevelVariance,-0.15465306,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,-0.07673728,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_LongRunEmphasis,0.08897148,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.01556036,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,-0.07892714,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,-0.15135527,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_RunEntropy,-0.06380934,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_RunLengthNonUniformity,0.19751308,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,-0.16925256,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_RunPercentage,-0.27190191,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_RunVariance,0.10210177,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_ShortRunEmphasis,-0.26002611,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,-0.10104322,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,-0.18069251,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_GrayLevelNonUniformity,-0.26969566,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,-0.16997602,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_GrayLevelVariance,-0.01818301,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_HighGrayLevelZoneEmphasis,-0.0131066,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_LargeAreaEmphasis,-0.04427742,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,-0.01326379,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,-0.05816766,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,-0.33033574,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_SizeZoneNonUniformity,-0.25615253,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,-0.12102552,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_SmallAreaEmphasis,-0.00963038,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis,-0.04011616,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,-0.09628684,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_ZoneEntropy,0.38391443,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_ZonePercentage,-0.20959918,1.0,10,59
5V_CORE04,ct,wavelet-HHH_glszm_ZoneVariance,-0.00543785,1.0,10,59
5V_CORE04,ct,wavelet-HHH_ngtdm_Busyness,0.21601373,1.0,10,59
5V_CORE04,ct,wavelet-HHH_ngtdm_Coarseness,-0.32317487,1.0,10,59
5V_CORE04,ct,wavelet-HHH_ngtdm_Complexity,-0.11717825,1.0,10,59
5V_CORE04,ct,wavelet-HHH_ngtdm_Contrast,-0.17710491,1.0,10,59
5V_CORE04,ct,wavelet-HHH_ngtdm_Strength,-0.15398731,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_10Percentile,-0.06651055,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_90Percentile,0.06956116,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Energy,-0.0106658,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Entropy,0.07382267,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_InterquartileRange,0.03981373,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Kurtosis,0.35406692,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Maximum,0.26728465,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Mean,0.20866564,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_MeanAbsoluteDeviation,0.06913719,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Median,0.43806516,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Minimum,-0.38310682,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Range,0.33015241,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation,0.05098868,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_RootMeanSquared,0.08285379,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Skewness,-0.17902287,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_TotalEnergy,-0.0106658,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Uniformity,-0.06903027,1.0,10,59
5V_CORE04,ct,wavelet-HHL_firstorder_Variance,0.10280957,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_Autocorrelation,0.39814708,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_ClusterProminence,0.1327958,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_ClusterShade,0.41147743,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_ClusterTendency,0.10377121,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_Contrast,0.11124596,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_Correlation,-0.03628601,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_DifferenceAverage,0.09278974,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_DifferenceEntropy,0.07984805,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_DifferenceVariance,0.13743576,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_Id,-0.07943639,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_Idm,-0.07796193,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_Idmn,0.74258645,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_Idn,0.67895562,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_Imc1,0.198537,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_Imc2,-0.12335794,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_InverseVariance,-0.06551323,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_JointAverage,0.45526305,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_JointEnergy,-0.05655176,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_JointEntropy,0.07682072,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_MCC,-0.19649449,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_MaximumProbability,-0.09492561,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_SumAverage,0.45526305,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_SumEntropy,0.07785248,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glcm_SumSquares,0.10770539,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_DependenceEntropy,-0.02314639,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_DependenceNonUniformity,0.24412589,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_DependenceNonUniformityNormalized,0.19199299,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_DependenceVariance,-0.24989932,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_GrayLevelNonUniformity,0.27822125,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_GrayLevelVariance,0.10758529,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_HighGrayLevelEmphasis,0.39233601,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_LargeDependenceEmphasis,-0.00398245,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.53963702,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,-0.34675937,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_LowGrayLevelEmphasis,-0.50467597,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_SmallDependenceEmphasis,0.12480092,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.26328025,1.0,10,59
5V_CORE04,ct,wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,-0.67137822,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_GrayLevelNonUniformity,0.25459108,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,-0.04507266,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_GrayLevelVariance,0.10835317,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_HighGrayLevelRunEmphasis,0.3911794,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_LongRunEmphasis,0.21111964,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis,0.69590294,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,-0.16162745,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_LowGrayLevelRunEmphasis,-0.5139075,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_RunEntropy,0.1495034,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_RunLengthNonUniformity,0.10562052,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_RunLengthNonUniformityNormalized,0.05546485,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_RunPercentage,0.01989078,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_RunVariance,0.23058867,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_ShortRunEmphasis,0.02674948,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_ShortRunHighGrayLevelEmphasis,0.34776316,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis,-0.59860416,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_GrayLevelNonUniformity,0.04987167,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_GrayLevelNonUniformityNormalized,-0.10030678,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_GrayLevelVariance,0.18170747,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_HighGrayLevelZoneEmphasis,0.39588235,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_LargeAreaEmphasis,0.36403193,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.47459895,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.13919562,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,-0.4803756,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_SizeZoneNonUniformity,-0.07002082,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,0.1531617,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_SmallAreaEmphasis,0.18142834,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_SmallAreaHighGrayLevelEmphasis,0.33777963,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,-0.47821253,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_ZoneEntropy,4.37e-05,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_ZonePercentage,0.14098427,1.0,10,59
5V_CORE04,ct,wavelet-HHL_glszm_ZoneVariance,0.36580723,1.0,10,59
5V_CORE04,ct,wavelet-HHL_ngtdm_Busyness,0.15368211,1.0,10,59
5V_CORE04,ct,wavelet-HHL_ngtdm_Coarseness,-0.2830087,1.0,10,59
5V_CORE04,ct,wavelet-HHL_ngtdm_Complexity,0.24234295,1.0,10,59
5V_CORE04,ct,wavelet-HHL_ngtdm_Contrast,-0.53327899,1.0,10,59
5V_CORE04,ct,wavelet-HHL_ngtdm_Strength,0.12952454,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_10Percentile,0.05051882,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_90Percentile,-0.05035134,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Energy,-0.21521866,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Entropy,-0.20977679,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_InterquartileRange,-0.05441552,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Kurtosis,-0.20349281,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Maximum,-0.02433769,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Mean,0.1392987,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_MeanAbsoluteDeviation,-0.05034895,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Median,0.19159797,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Minimum,0.05466901,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Range,-0.03993434,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,-0.05216463,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_RootMeanSquared,-0.04921346,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Skewness,-0.03067631,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_TotalEnergy,-0.21521866,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Uniformity,0.19990597,1.0,10,59
5V_CORE04,ct,wavelet-HLH_firstorder_Variance,-0.15010724,1.0,10,59
5V_CORE04,ct,wavelet-HLH_glcm_Autocorrelation,-0.08932541,1.0,10,59
5V_CORE04,ct,wavelet-HLH_glcm_ClusterProminence,-0.16527904,1.0,10,59
5V_CORE04,ct,wavelet-HLH_glcm_ClusterShade,-0.06928506,1.0,10,59
5V_CORE04,ct,wavelet-HLH_glcm_ClusterTendency,-0.19976903,1.0,10,59
5V_CORE04,ct,wavelet-HLH_glcm_Contrast,-0.15788629,1.0,10,59
5V_CORE04,ct,wavelet-HLH_glcm_Correlation,-0.22754002,1.0,10,59
